,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
0,369.0,1447.0,350.0,555.0,193.0,477.0,182.0,334.0,411.0,1477.0,403.0,523.0,254.0,628.0,251.0,338.0
1,328.0,1432.0,358.0,519.0,210.0,462.0,166.0,310.0,411.0,1571.0,358.0,586.0,270.0,627.0,223.0,361.0
2,362.0,1409.0,319.0,521.0,193.0,527.0,169.0,334.0,426.0,1490.0,348.0,592.0,293.0,646.0,191.0,372.0
3,363.0,1322.0,301.0,507.0,218.0,515.0,175.0,385.0,455.0,1378.0,364.0,605.0,279.0,698.0,235.0,392.0
4,361.0,1273.0,334.0,491.0,228.0,625.0,203.0,369.0,480.0,1322.0,396.0,538.0,278.0,637.0,256.0,401.0
5,380.0,1218.0,321.0,461.0,307.0,657.0,270.0,432.0,488.0,1186.0,395.0,525.0,251.0,629.0,280.0,392.0
6,378.0,1026.0,385.0,480.0,285.0,718.0,345.0,427.0,489.0,1087.0,454.0,494.0,261.0,648.0,315.0,400.0
7,390.0,978.0,395.0,406.0,349.0,728.0,472.0,472.0,484.0,938.0,481.0,442.0,306.0,530.0,392.0,429.0
8,401.0,787.0,417.0,406.0,430.0,743.0,600.0,530.0,522.0,778.0,511.0,391.0,292.0,534.0,454.0,396.0
9,371.0,775.0,501.0,369.0,480.0,738.0,756.0,541.0,465.0,696.0,531.0,298.0,295.0,474.0,499.0,403.0
10,400.0,665.0,523.0,323.0,572.0,689.0,823.0,559.0,462.0,577.0,528.0,257.0,361.0,482.0,585.0,386.0
11,405.0,592.0,506.0,276.0,573.0,726.0,1083.0,608.0,422.0,523.0,515.0,227.0,339.0,415.0,632.0,350.0
12,385.0,482.0,581.0,294.0,653.0,658.0,1173.0,572.0,425.0,438.0,497.0,183.0,385.0,429.0,697.0,340.0
13,403.0,474.0,606.0,269.0,729.0,611.0,1352.0,547.0,370.0,400.0,453.0,196.0,384.0,328.0,763.0,307.0
14,419.0,420.0,598.0,248.0,713.0,560.0,1433.0,564.0,408.0,354.0,441.0,152.0,418.0,342.0,782.0,340.0
15,457.0,395.0,589.0,226.0,811.0,476.0,1452.0,536.0,378.0,334.0,446.0,196.0,445.0,311.0,832.0,308.0
16,392.0,346.0,643.0,247.0,852.0,438.0,1450.0,575.0,324.0,340.0,436.0,174.0,466.0,312.0,886.0,311.0
17,416.0,355.0,626.0,235.0,817.0,428.0,1416.0,527.0,373.0,339.0,513.0,198.0,470.0,278.0,896.0,305.0
18,395.0,338.0,551.0,261.0,819.0,445.0,1363.0,467.0,388.0,359.0,549.0,203.0,485.0,324.0,938.0,307.0
19,415.0,318.0,609.0,269.0,826.0,459.0,1227.0,467.0,429.0,323.0,610.0,196.0,527.0,329.0,923.0,265.0
20,413.0,311.0,602.0,257.0,790.0,522.0,1120.0,449.0,460.0,325.0,639.0,199.0,529.0,333.0,969.0,274.0
21,434.0,304.0,694.0,242.0,751.0,482.0,1029.0,375.0,518.0,355.0,672.0,203.0,554.0,375.0,951.0,253.0
22,423.0,344.0,617.0,222.0,726.0,560.0,908.0,356.0,551.0,350.0,728.0,225.0,587.0,425.0,903.0,267.0
23,381.0,347.0,632.0,228.0,592.0,545.0,905.0,361.0,624.0,382.0,786.0,215.0,581.0,454.0,885.0,274.0
24,398.0,395.0,599.0,261.0,517.0,611.0,863.0,339.0,619.0,375.0,795.0,230.0,569.0,476.0,857.0,288.0
25,432.0,434.0,612.0,230.0,511.0,609.0,826.0,287.0,648.0,468.0,723.0,213.0,576.0,564.0,789.0,270.0
26,433.0,471.0,606.0,225.0,444.0,548.0,776.0,261.0,682.0,565.0,753.0,219.0,564.0,598.0,766.0,281.0
27,434.0,492.0,587.0,202.0,466.0,577.0,831.0,276.0,734.0,568.0,713.0,204.0,522.0,597.0,725.0,264.0
28,376.0,538.0,546.0,246.0,430.0,567.0,943.0,247.0,637.0,648.0,707.0,238.0,558.0,618.0,649.0,244.0
29,449.0,619.0,563.0,236.0,457.0,552.0,950.0,277.0,637.0,638.0,602.0,219.0,522.0,618.0,615.0,238.0
30,422.0,647.0,571.0,196.0,424.0,502.0,1109.0,249.0,661.0,694.0,558.0,233.0,491.0,659.0,557.0,219.0
31,402.0,721.0,527.0,193.0,449.0,502.0,1214.0,279.0,621.0,680.0,489.0,212.0,469.0,663.0,543.0,228.0
32,430.0,745.0,566.0,217.0,476.0,499.0,1377.0,255.0,545.0,681.0,465.0,185.0,432.0,591.0,503.0,225.0
