,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
0,293.0,722.0,193.0,297.0,125.0,360.0,108.0,165.0,640.0,2047.0,524.0,903.0,357.0,711.0,284.0,463.0
1,290.0,760.0,176.0,340.0,145.0,321.0,116.0,188.0,664.0,2153.0,453.0,833.0,368.0,730.0,231.0,424.0
2,321.0,693.0,182.0,308.0,246.0,428.0,150.0,275.0,695.0,1835.0,487.0,779.0,364.0,745.0,282.0,402.0
3,389.0,706.0,201.0,257.0,409.0,629.0,197.0,359.0,645.0,1588.0,392.0,618.0,428.0,711.0,262.0,401.0
4,385.0,666.0,198.0,306.0,539.0,856.0,279.0,475.0,531.0,1257.0,381.0,490.0,445.0,737.0,265.0,382.0
5,384.0,639.0,235.0,256.0,792.0,1088.0,351.0,572.0,495.0,839.0,369.0,360.0,445.0,733.0,297.0,337.0
6,429.0,647.0,304.0,287.0,1050.0,1219.0,409.0,504.0,423.0,636.0,289.0,318.0,442.0,609.0,270.0,356.0
7,456.0,537.0,328.0,274.0,1130.0,1326.0,498.0,516.0,367.0,521.0,290.0,253.0,494.0,605.0,257.0,340.0
8,494.0,520.0,338.0,291.0,1294.0,1239.0,534.0,489.0,445.0,438.0,296.0,263.0,487.0,520.0,260.0,284.0
9,533.0,513.0,351.0,322.0,1249.0,1180.0,538.0,445.0,530.0,486.0,329.0,237.0,468.0,458.0,269.0,284.0
10,481.0,490.0,360.0,283.0,1220.0,1072.0,526.0,378.0,720.0,556.0,375.0,269.0,490.0,412.0,306.0,254.0
11,549.0,458.0,392.0,321.0,1000.0,775.0,468.0,354.0,887.0,708.0,450.0,320.0,455.0,445.0,328.0,282.0
12,528.0,463.0,448.0,319.0,762.0,592.0,469.0,330.0,1083.0,857.0,576.0,310.0,472.0,403.0,325.0,255.0
13,495.0,431.0,395.0,323.0,609.0,442.0,490.0,262.0,1284.0,920.0,651.0,406.0,485.0,368.0,340.0,291.0
